campaign_id,customer_id,send_id,delivered_flag,delivered_ts,bounce_flag,control_flag
C001,2,C001_S0000001,1,2025-01-09 10:03:00,0,0
C001,3,C001_S0000002,1,2025-01-09 10:49:00,0,0
C001,4,C001_S0000003,1,2025-01-09 09:45:00,0,0
C001,5,C001_S0000004,0,,0,1
C001,7,C001_S0000005,1,2025-01-09 09:21:00,0,0
C001,19,C001_S0000006,1,2025-01-09 09:19:00,0,0
C001,23,C001_S0000007,1,2025-01-09 10:38:00,0,0
C001,32,C001_S0000008,1,2025-01-09 10:24:00,0,0
C001,36,C001_S0000009,1,2025-01-09 09:51:00,0,0
C001,37,C001_S0000010,0,,1,0
C001,40,C001_S0000011,1,2025-01-09 09:49:00,0,0
C001,44,C001_S0000012,1,2025-01-09 10:29:00,0,0
C001,45,C001_S0000013,1,2025-01-09 10:38:00,0,0
C001,52,C001_S0000014,1,2025-01-09 10:44:00,0,0
C001,53,C001_S0000015,0,,1,0
C001,55,C001_S0000016,1,2025-01-09 10:49:00,0,0
C001,56,C001_S0000017,1,2025-01-09 09:42:00,0,0
C001,58,C001_S0000018,1,2025-01-09 10:41:00,0,0
C001,62,C001_S0000019,1,2025-01-09 10:06:00,0,0
C001,65,C001_S0000020,1,2025-01-09 09:15:00,0,0
C001,69,C001_S0000021,1,2025-01-09 10:02:00,0,0
C001,70,C001_S0000022,1,2025-01-09 10:59:00,0,0
C001,78,C001_S0000023,1,2025-01-09 09:46:00,0,0
C001,79,C001_S0000024,0,,0,1
C001,80,C001_S0000025,1,2025-01-09 10:52:00,0,0
C001,83,C001_S0000026,1,2025-01-09 09:07:00,0,0
C001,99,C001_S0000027,1,2025-01-09 09:53:00,0,0
C001,103,C001_S0000028,1,2025-01-09 09:57:00,0,0
C001,104,C001_S0000029,0,,1,0
C001,107,C001_S0000030,1,2025-01-09 09:47:00,0,0
C001,112,C001_S0000031,1,2025-01-09 10:25:00,0,0
C001,113,C001_S0000032,1,2025-01-09 10:31:00,0,0
C001,115,C001_S0000033,1,2025-01-09 09:52:00,0,0
C001,116,C001_S0000034,1,2025-01-09 09:18:00,0,0
C001,118,C001_S0000035,1,2025-01-09 09:35:00,0,0
C001,127,C001_S0000036,1,2025-01-09 09:26:00,0,0
C001,133,C001_S0000037,1,2025-01-09 09:51:00,0,0
C001,134,C001_S0000038,1,2025-01-09 10:51:00,0,0
C001,136,C001_S0000039,1,2025-01-09 09:20:00,0,0
C001,138,C001_S0000040,1,2025-01-09 09:23:00,0,0
C001,140,C001_S0000041,1,2025-01-09 09:40:00,0,0
C001,145,C001_S0000042,1,2025-01-09 10:53:00,0,0
C001,147,C001_S0000043,1,2025-01-09 09:17:00,0,0
C001,154,C001_S0000044,1,2025-01-09 10:21:00,0,0
C001,163,C001_S0000045,1,2025-01-09 10:45:00,0,0
C001,164,C001_S0000046,1,2025-01-09 10:48:00,0,0
C001,169,C001_S0000047,0,,1,0
C001,170,C001_S0000048,0,,1,1
C001,178,C001_S0000049,1,2025-01-09 10:54:00,0,0
C001,180,C001_S0000050,1,2025-01-09 10:51:00,0,0
C001,187,C001_S0000051,1,2025-01-09 10:38:00,0,0
C001,193,C001_S0000052,1,2025-01-09 09:23:00,0,0
C001,199,C001_S0000053,1,2025-01-09 09:55:00,0,0
C001,203,C001_S0000054,1,2025-01-09 10:10:00,0,0
C001,213,C001_S0000055,1,2025-01-09 10:24:00,0,0
C001,216,C001_S0000056,1,2025-01-09 10:58:00,0,0
C001,219,C001_S0000057,1,2025-01-09 09:22:00,0,0
C001,220,C001_S0000058,1,2025-01-09 09:08:00,0,0
C001,222,C001_S0000059,1,2025-01-09 09:27:00,0,0
C001,224,C001_S0000060,1,2025-01-09 10:43:00,0,0
C001,226,C001_S0000061,1,2025-01-09 09:19:00,0,0
C001,247,C001_S0000062,1,2025-01-09 09:23:00,0,0
C001,250,C001_S0000063,1,2025-01-09 09:54:00,0,0
C001,271,C001_S0000064,1,2025-01-09 09:29:00,0,0
C001,272,C001_S0000065,0,,0,1
C001,278,C001_S0000066,1,2025-01-09 09:15:00,0,0
C001,279,C001_S0000067,1,2025-01-09 10:58:00,0,0
C001,281,C001_S0000068,1,2025-01-09 10:01:00,0,0
C001,284,C001_S0000069,1,2025-01-09 10:50:00,0,0
C001,290,C001_S0000070,1,2025-01-09 10:27:00,0,0
C001,303,C001_S0000071,1,2025-01-09 10:27:00,0,0
C001,312,C001_S0000072,1,2025-01-09 10:22:00,0,0
C001,313,C001_S0000073,1,2025-01-09 10:29:00,0,0
C001,324,C001_S0000074,1,2025-01-09 09:50:00,0,0
C001,326,C001_S0000075,1,2025-01-09 09:23:00,0,0
C001,330,C001_S0000076,1,2025-01-09 10:48:00,0,0
C001,333,C001_S0000077,1,2025-01-09 09:19:00,0,0
C001,337,C001_S0000078,1,2025-01-09 09:50:00,0,0
C001,340,C001_S0000079,1,2025-01-09 10:12:00,0,0
C001,342,C001_S0000080,1,2025-01-09 10:53:00,0,0
C001,345,C001_S0000081,1,2025-01-09 10:57:00,0,0
C001,349,C001_S0000082,1,2025-01-09 10:44:00,0,0
C001,352,C001_S0000083,0,,0,1
C001,354,C001_S0000084,1,2025-01-09 10:09:00,0,0
C001,355,C001_S0000085,1,2025-01-09 09:20:00,0,0
C001,357,C001_S0000086,1,2025-01-09 09:03:00,0,0
C001,360,C001_S0000087,1,2025-01-09 10:57:00,0,0
C001,366,C001_S0000088,1,2025-01-09 10:29:00,0,0
C001,370,C001_S0000089,1,2025-01-09 10:00:00,0,0
C001,374,C001_S0000090,1,2025-01-09 10:38:00,0,0
C001,381,C001_S0000091,1,2025-01-09 09:01:00,0,0
C001,383,C001_S0000092,1,2025-01-09 09:06:00,0,0
C001,385,C001_S0000093,1,2025-01-09 09:22:00,0,0
C001,387,C001_S0000094,1,2025-01-09 09:50:00,0,0
C001,388,C001_S0000095,0,,0,1
C001,390,C001_S0000096,1,2025-01-09 10:50:00,0,0
C001,392,C001_S0000097,1,2025-01-09 10:24:00,0,0
C001,393,C001_S0000098,1,2025-01-09 09:28:00,0,0
C001,397,C001_S0000099,1,2025-01-09 09:53:00,0,0
C001,410,C001_S0000100,1,2025-01-09 10:25:00,0,0
C001,414,C001_S0000101,0,,0,1
C001,415,C001_S0000102,1,2025-01-09 09:04:00,0,0
C001,417,C001_S0000103,1,2025-01-09 10:12:00,0,0
C001,422,C001_S0000104,0,,0,1
C001,429,C001_S0000105,1,2025-01-09 10:33:00,0,0
C001,430,C001_S0000106,1,2025-01-09 09:29:00,0,0
C001,434,C001_S0000107,1,2025-01-09 09:37:00,0,0
C001,436,C001_S0000108,1,2025-01-09 10:36:00,0,0
C001,440,C001_S0000109,1,2025-01-09 09:20:00,0,0
C001,444,C001_S0000110,1,2025-01-09 10:28:00,0,0
C001,447,C001_S0000111,1,2025-01-09 09:19:00,0,0
C001,464,C001_S0000112,1,2025-01-09 09:42:00,0,0
C001,465,C001_S0000113,0,,0,1
C001,469,C001_S0000114,1,2025-01-09 09:06:00,0,0
C001,477,C001_S0000115,1,2025-01-09 09:23:00,0,0
C001,482,C001_S0000116,1,2025-01-09 10:29:00,0,0
C001,484,C001_S0000117,1,2025-01-09 09:53:00,0,0
C001,488,C001_S0000118,1,2025-01-09 10:32:00,0,0
C001,492,C001_S0000119,1,2025-01-09 10:38:00,0,0
C001,496,C001_S0000120,1,2025-01-09 09:29:00,0,0
C001,497,C001_S0000121,1,2025-01-09 10:12:00,0,0
C001,504,C001_S0000122,1,2025-01-09 10:05:00,0,0
C001,510,C001_S0000123,1,2025-01-09 10:50:00,0,0
C001,511,C001_S0000124,0,,1,0
C001,512,C001_S0000125,0,,0,1
C001,517,C001_S0000126,1,2025-01-09 09:04:00,0,0
C001,521,C001_S0000127,1,2025-01-09 09:33:00,0,0
C001,525,C001_S0000128,1,2025-01-09 09:49:00,0,0
C001,526,C001_S0000129,1,2025-01-09 10:10:00,0,0
C001,532,C001_S0000130,1,2025-01-09 09:00:00,0,0
C001,539,C001_S0000131,1,2025-01-09 10:18:00,0,0
C001,540,C001_S0000132,1,2025-01-09 10:00:00,0,0
C001,542,C001_S0000133,1,2025-01-09 09:36:00,0,0
C001,546,C001_S0000134,1,2025-01-09 09:41:00,0,0
C001,547,C001_S0000135,1,2025-01-09 10:22:00,0,0
C001,550,C001_S0000136,1,2025-01-09 10:42:00,0,0
C001,556,C001_S0000137,1,2025-01-09 09:32:00,0,0
C001,557,C001_S0000138,1,2025-01-09 09:58:00,0,0
C001,560,C001_S0000139,1,2025-01-09 09:06:00,0,0
C001,561,C001_S0000140,1,2025-01-09 10:03:00,0,0
C001,562,C001_S0000141,0,,0,1
C001,565,C001_S0000142,1,2025-01-09 10:50:00,0,0
C001,566,C001_S0000143,1,2025-01-09 09:56:00,0,0
C001,573,C001_S0000144,1,2025-01-09 10:19:00,0,0
C001,574,C001_S0000145,1,2025-01-09 09:15:00,0,0
C001,575,C001_S0000146,1,2025-01-09 10:24:00,0,0
C001,576,C001_S0000147,1,2025-01-09 09:47:00,0,0
C001,577,C001_S0000148,0,,0,1
C001,579,C001_S0000149,1,2025-01-09 10:46:00,0,0
C001,580,C001_S0000150,0,,0,1
C001,584,C001_S0000151,1,2025-01-09 10:41:00,0,0
C001,587,C001_S0000152,1,2025-01-09 09:32:00,0,0
C001,589,C001_S0000153,1,2025-01-09 09:56:00,0,0
C001,590,C001_S0000154,1,2025-01-09 09:43:00,0,0
C001,593,C001_S0000155,1,2025-01-09 10:43:00,0,0
C001,596,C001_S0000156,1,2025-01-09 09:37:00,0,0
C001,598,C001_S0000157,1,2025-01-09 09:11:00,0,0
C001,609,C001_S0000158,1,2025-01-09 09:50:00,0,0
C001,610,C001_S0000159,1,2025-01-09 10:30:00,0,0
C001,619,C001_S0000160,1,2025-01-09 09:36:00,0,0
C001,622,C001_S0000161,0,,1,0
C001,626,C001_S0000162,1,2025-01-09 10:53:00,0,0
C001,630,C001_S0000163,1,2025-01-09 10:47:00,0,0
C001,635,C001_S0000164,0,,0,1
C001,636,C001_S0000165,1,2025-01-09 09:24:00,0,0
C001,642,C001_S0000166,1,2025-01-09 10:50:00,0,0
C001,644,C001_S0000167,0,,1,0
C001,652,C001_S0000168,1,2025-01-09 10:23:00,0,0
C001,656,C001_S0000169,1,2025-01-09 09:57:00,0,0
C001,662,C001_S0000170,1,2025-01-09 09:12:00,0,0
C001,663,C001_S0000171,1,2025-01-09 09:31:00,0,0
C001,665,C001_S0000172,0,,1,0
C001,669,C001_S0000173,1,2025-01-09 10:26:00,0,0
C001,681,C001_S0000174,1,2025-01-09 10:08:00,0,0
C001,688,C001_S0000175,1,2025-01-09 09:36:00,0,0
C001,692,C001_S0000176,1,2025-01-09 10:53:00,0,0
C001,693,C001_S0000177,1,2025-01-09 09:31:00,0,0
C001,694,C001_S0000178,1,2025-01-09 09:21:00,0,0
C001,696,C001_S0000179,1,2025-01-09 10:21:00,0,0
C001,697,C001_S0000180,0,,1,0
C001,699,C001_S0000181,1,2025-01-09 10:43:00,0,0
C001,702,C001_S0000182,0,,0,1
C001,704,C001_S0000183,0,,1,0
C001,710,C001_S0000184,1,2025-01-09 09:19:00,0,0
C001,717,C001_S0000185,0,,1,0
C001,720,C001_S0000186,1,2025-01-09 09:25:00,0,0
C001,727,C001_S0000187,0,,0,1
C001,728,C001_S0000188,1,2025-01-09 10:35:00,0,0
C001,732,C001_S0000189,1,2025-01-09 09:31:00,0,0
C001,736,C001_S0000190,0,,1,0
C001,738,C001_S0000191,0,,0,1
C001,740,C001_S0000192,1,2025-01-09 10:31:00,0,0
C001,743,C001_S0000193,1,2025-01-09 10:32:00,0,0
C001,750,C001_S0000194,1,2025-01-09 10:46:00,0,0
C001,752,C001_S0000195,1,2025-01-09 10:11:00,0,0
C001,755,C001_S0000196,1,2025-01-09 10:13:00,0,0
C001,758,C001_S0000197,1,2025-01-09 10:13:00,0,0
C001,760,C001_S0000198,1,2025-01-09 09:45:00,0,0
C001,769,C001_S0000199,0,,0,1
C001,773,C001_S0000200,1,2025-01-09 09:02:00,0,0
C001,779,C001_S0000201,1,2025-01-09 10:01:00,0,0
C001,785,C001_S0000202,0,,1,0
C001,787,C001_S0000203,0,,1,0
C001,788,C001_S0000204,1,2025-01-09 10:28:00,0,0
C001,795,C001_S0000205,1,2025-01-09 10:44:00,0,0
C001,796,C001_S0000206,1,2025-01-09 09:23:00,0,0
C001,798,C001_S0000207,1,2025-01-09 10:56:00,0,0
C001,800,C001_S0000208,1,2025-01-09 10:40:00,0,0
C001,811,C001_S0000209,1,2025-01-09 10:11:00,0,0
C001,821,C001_S0000210,1,2025-01-09 09:48:00,0,0
C001,822,C001_S0000211,1,2025-01-09 09:21:00,0,0
C001,828,C001_S0000212,1,2025-01-09 10:52:00,0,0
C001,836,C001_S0000213,1,2025-01-09 10:23:00,0,0
C001,838,C001_S0000214,1,2025-01-09 10:53:00,0,0
C001,839,C001_S0000215,1,2025-01-09 10:14:00,0,0
C001,844,C001_S0000216,1,2025-01-09 10:25:00,0,0
C001,845,C001_S0000217,1,2025-01-09 10:25:00,0,0
C001,846,C001_S0000218,1,2025-01-09 10:40:00,0,0
C001,847,C001_S0000219,1,2025-01-09 09:33:00,0,0
C001,857,C001_S0000220,1,2025-01-09 09:56:00,0,0
C001,858,C001_S0000221,1,2025-01-09 09:11:00,0,0
C001,861,C001_S0000222,1,2025-01-09 10:16:00,0,0
C001,866,C001_S0000223,1,2025-01-09 10:05:00,0,0
C001,869,C001_S0000224,1,2025-01-09 09:37:00,0,0
C001,874,C001_S0000225,0,,0,1
C001,876,C001_S0000226,0,,1,0
C001,884,C001_S0000227,1,2025-01-09 10:39:00,0,0
C001,886,C001_S0000228,1,2025-01-09 10:23:00,0,0
C001,889,C001_S0000229,1,2025-01-09 10:51:00,0,0
C001,893,C001_S0000230,1,2025-01-09 09:44:00,0,0
C001,898,C001_S0000231,1,2025-01-09 09:03:00,0,0
C001,901,C001_S0000232,1,2025-01-09 09:08:00,0,0
C001,912,C001_S0000233,0,,1,0
C001,917,C001_S0000234,0,,1,0
C001,919,C001_S0000235,1,2025-01-09 10:56:00,0,0
C001,921,C001_S0000236,1,2025-01-09 09:51:00,0,0
C001,923,C001_S0000237,1,2025-01-09 10:27:00,0,0
C001,925,C001_S0000238,1,2025-01-09 09:55:00,0,0
C001,929,C001_S0000239,1,2025-01-09 09:52:00,0,0
C001,932,C001_S0000240,1,2025-01-09 09:10:00,0,0
C001,934,C001_S0000241,1,2025-01-09 09:17:00,0,0
C001,941,C001_S0000242,1,2025-01-09 09:09:00,0,0
C001,950,C001_S0000243,1,2025-01-09 09:22:00,0,0
C001,954,C001_S0000244,1,2025-01-09 09:12:00,0,0
C001,955,C001_S0000245,1,2025-01-09 10:06:00,0,0
C001,964,C001_S0000246,1,2025-01-09 09:06:00,0,0
C001,968,C001_S0000247,1,2025-01-09 09:54:00,0,0
C001,972,C001_S0000248,1,2025-01-09 10:41:00,0,0
C001,978,C001_S0000249,1,2025-01-09 10:09:00,0,0
C001,979,C001_S0000250,0,,0,1
C001,983,C001_S0000251,1,2025-01-09 10:36:00,0,0
C001,986,C001_S0000252,1,2025-01-09 10:06:00,0,0
C001,990,C001_S0000253,0,,0,1
C001,991,C001_S0000254,1,2025-01-09 10:19:00,0,0
C001,992,C001_S0000255,1,2025-01-09 10:18:00,0,0
C001,996,C001_S0000256,1,2025-01-09 09:24:00,0,0
C001,998,C001_S0000257,1,2025-01-09 09:24:00,0,0
C001,999,C001_S0000258,0,,1,0
C001,1007,C001_S0000259,1,2025-01-09 09:08:00,0,0
C001,1019,C001_S0000260,1,2025-01-09 09:30:00,0,0
C001,1022,C001_S0000261,1,2025-01-09 09:25:00,0,0
C001,1024,C001_S0000262,0,,0,1
C001,1026,C001_S0000263,1,2025-01-09 10:40:00,0,0
C001,1029,C001_S0000264,1,2025-01-09 09:03:00,0,0
C001,1030,C001_S0000265,1,2025-01-09 09:12:00,0,0
C001,1031,C001_S0000266,1,2025-01-09 09:23:00,0,0
C001,1035,C001_S0000267,1,2025-01-09 10:24:00,0,0
C001,1037,C001_S0000268,0,,1,0
C001,1040,C001_S0000269,1,2025-01-09 10:21:00,0,0
C001,1045,C001_S0000270,1,2025-01-09 10:57:00,0,0
C001,1049,C001_S0000271,1,2025-01-09 10:47:00,0,0
C001,1052,C001_S0000272,0,,1,0
C001,1053,C001_S0000273,0,,1,0
C001,1060,C001_S0000274,1,2025-01-09 09:51:00,0,0
C001,1063,C001_S0000275,1,2025-01-09 10:36:00,0,0
C001,1068,C001_S0000276,1,2025-01-09 09:56:00,0,0
C001,1070,C001_S0000277,0,,1,0
C001,1073,C001_S0000278,1,2025-01-09 09:16:00,0,0
C001,1076,C001_S0000279,1,2025-01-09 09:12:00,0,0
C001,1078,C001_S0000280,1,2025-01-09 10:57:00,0,0
C001,1082,C001_S0000281,0,,1,0
C001,1084,C001_S0000282,1,2025-01-09 09:38:00,0,0
C001,1087,C001_S0000283,1,2025-01-09 10:09:00,0,0
C001,1088,C001_S0000284,1,2025-01-09 10:12:00,0,0
C001,1093,C001_S0000285,1,2025-01-09 09:02:00,0,0
C001,1095,C001_S0000286,1,2025-01-09 10:57:00,0,0
C001,1099,C001_S0000287,1,2025-01-09 10:32:00,0,0
C001,1106,C001_S0000288,1,2025-01-09 09:51:00,0,0
C001,1110,C001_S0000289,1,2025-01-09 09:25:00,0,0
C001,1112,C001_S0000290,1,2025-01-09 10:26:00,0,0
C001,1118,C001_S0000291,1,2025-01-09 09:26:00,0,0
C001,1121,C001_S0000292,1,2025-01-09 10:56:00,0,0
C001,1129,C001_S0000293,1,2025-01-09 10:21:00,0,0
C001,1136,C001_S0000294,1,2025-01-09 09:17:00,0,0
C001,1148,C001_S0000295,1,2025-01-09 10:34:00,0,0
C001,1151,C001_S0000296,1,2025-01-09 09:56:00,0,0
C001,1156,C001_S0000297,1,2025-01-09 10:29:00,0,0
C001,1162,C001_S0000298,0,,0,1
C001,1165,C001_S0000299,1,2025-01-09 09:47:00,0,0
C001,1166,C001_S0000300,1,2025-01-09 09:22:00,0,0
C001,1167,C001_S0000301,0,,0,1
C001,1170,C001_S0000302,1,2025-01-09 09:24:00,0,0
C001,1177,C001_S0000303,1,2025-01-09 10:59:00,0,0
C001,1178,C001_S0000304,1,2025-01-09 09:56:00,0,0
C001,1180,C001_S0000305,1,2025-01-09 09:29:00,0,0
C001,1184,C001_S0000306,1,2025-01-09 09:39:00,0,0
C001,1188,C001_S0000307,1,2025-01-09 10:47:00,0,0
C001,1190,C001_S0000308,1,2025-01-09 10:27:00,0,0
C001,1192,C001_S0000309,1,2025-01-09 10:28:00,0,0
C001,1193,C001_S0000310,1,2025-01-09 10:37:00,0,0
C001,1195,C001_S0000311,1,2025-01-09 10:20:00,0,0
C001,1200,C001_S0000312,1,2025-01-09 09:52:00,0,0
C001,1203,C001_S0000313,1,2025-01-09 09:30:00,0,0
C001,1205,C001_S0000314,1,2025-01-09 10:18:00,0,0
C001,1210,C001_S0000315,1,2025-01-09 09:02:00,0,0
C001,1228,C001_S0000316,0,,0,1
C001,1232,C001_S0000317,1,2025-01-09 09:33:00,0,0
C001,1234,C001_S0000318,1,2025-01-09 09:00:00,0,0
C001,1235,C001_S0000319,0,,1,0
C001,1237,C001_S0000320,1,2025-01-09 09:33:00,0,0
C001,1240,C001_S0000321,1,2025-01-09 09:26:00,0,0
C001,1241,C001_S0000322,0,,0,1
C001,1242,C001_S0000323,1,2025-01-09 09:46:00,0,0
C001,1247,C001_S0000324,1,2025-01-09 10:41:00,0,0
C001,1248,C001_S0000325,1,2025-01-09 09:23:00,0,0
C001,1264,C001_S0000326,1,2025-01-09 10:51:00,0,0
C001,1270,C001_S0000327,1,2025-01-09 09:58:00,0,0
C001,1277,C001_S0000328,1,2025-01-09 09:36:00,0,0
C001,1292,C001_S0000329,1,2025-01-09 10:16:00,0,0
C001,1303,C001_S0000330,1,2025-01-09 09:08:00,0,0
C001,1304,C001_S0000331,1,2025-01-09 10:14:00,0,0
C001,1308,C001_S0000332,1,2025-01-09 10:15:00,0,0
C001,1314,C001_S0000333,1,2025-01-09 09:25:00,0,0
C001,1315,C001_S0000334,1,2025-01-09 10:06:00,0,0
C001,1320,C001_S0000335,1,2025-01-09 10:00:00,0,0
C001,1328,C001_S0000336,1,2025-01-09 09:45:00,0,0
C001,1329,C001_S0000337,1,2025-01-09 09:02:00,0,0
C001,1334,C001_S0000338,1,2025-01-09 09:45:00,0,0
C001,1337,C001_S0000339,1,2025-01-09 09:42:00,0,0
C001,1341,C001_S0000340,1,2025-01-09 09:23:00,0,0
C001,1347,C001_S0000341,1,2025-01-09 09:20:00,0,0
C001,1348,C001_S0000342,0,,0,1
C001,1352,C001_S0000343,1,2025-01-09 10:50:00,0,0
C001,1360,C001_S0000344,1,2025-01-09 09:15:00,0,0
C001,1362,C001_S0000345,1,2025-01-09 09:24:00,0,0
C001,1363,C001_S0000346,0,,0,1
C001,1366,C001_S0000347,1,2025-01-09 09:04:00,0,0
C001,1373,C001_S0000348,1,2025-01-09 09:59:00,0,0
C001,1374,C001_S0000349,1,2025-01-09 09:57:00,0,0
C001,1379,C001_S0000350,0,,0,1
C001,1382,C001_S0000351,1,2025-01-09 10:04:00,0,0
C001,1383,C001_S0000352,1,2025-01-09 10:53:00,0,0
C001,1387,C001_S0000353,1,2025-01-09 10:54:00,0,0
C001,1390,C001_S0000354,1,2025-01-09 09:39:00,0,0
C001,1391,C001_S0000355,1,2025-01-09 10:09:00,0,0
C001,1395,C001_S0000356,1,2025-01-09 10:39:00,0,0
C001,1401,C001_S0000357,0,,0,1
C001,1404,C001_S0000358,1,2025-01-09 09:13:00,0,0
C001,1405,C001_S0000359,1,2025-01-09 10:45:00,0,0
C001,1406,C001_S0000360,1,2025-01-09 10:18:00,0,0
C001,1407,C001_S0000361,1,2025-01-09 10:45:00,0,0
C001,1408,C001_S0000362,1,2025-01-09 09:51:00,0,0
C001,1418,C001_S0000363,1,2025-01-09 09:42:00,0,0
C001,1421,C001_S0000364,1,2025-01-09 09:38:00,0,0
C001,1423,C001_S0000365,1,2025-01-09 10:41:00,0,0
C001,1424,C001_S0000366,1,2025-01-09 09:51:00,0,0
C001,1425,C001_S0000367,0,,0,1
C001,1426,C001_S0000368,1,2025-01-09 09:14:00,0,0
C001,1430,C001_S0000369,1,2025-01-09 09:31:00,0,0
C001,1432,C001_S0000370,1,2025-01-09 09:30:00,0,0
C001,1444,C001_S0000371,1,2025-01-09 10:36:00,0,0
C001,1446,C001_S0000372,1,2025-01-09 10:50:00,0,0
C001,1452,C001_S0000373,1,2025-01-09 10:31:00,0,0
C001,1453,C001_S0000374,1,2025-01-09 09:41:00,0,0
C001,1463,C001_S0000375,0,,0,1
C001,1465,C001_S0000376,1,2025-01-09 10:30:00,0,0
C001,1470,C001_S0000377,1,2025-01-09 09:53:00,0,0
C001,1471,C001_S0000378,1,2025-01-09 10:24:00,0,0
C001,1476,C001_S0000379,1,2025-01-09 10:48:00,0,0
C001,1477,C001_S0000380,1,2025-01-09 09:41:00,0,0
C001,1480,C001_S0000381,1,2025-01-09 10:02:00,0,0
C001,1483,C001_S0000382,1,2025-01-09 09:48:00,0,0
C001,1491,C001_S0000383,1,2025-01-09 10:46:00,0,0
C001,1492,C001_S0000384,0,,1,0
C001,1493,C001_S0000385,1,2025-01-09 09:56:00,0,0
C001,1508,C001_S0000386,1,2025-01-09 10:42:00,0,0
C001,1509,C001_S0000387,1,2025-01-09 09:12:00,0,0
C001,1511,C001_S0000388,1,2025-01-09 10:37:00,0,0
C001,1513,C001_S0000389,1,2025-01-09 10:54:00,0,0
C001,1514,C001_S0000390,1,2025-01-09 09:56:00,0,0
C001,1518,C001_S0000391,1,2025-01-09 10:40:00,0,0
C001,1519,C001_S0000392,1,2025-01-09 10:58:00,0,0
C001,1529,C001_S0000393,1,2025-01-09 10:08:00,0,0
C001,1530,C001_S0000394,1,2025-01-09 10:54:00,0,0
C001,1531,C001_S0000395,1,2025-01-09 09:08:00,0,0
C001,1536,C001_S0000396,1,2025-01-09 09:03:00,0,0
C001,1537,C001_S0000397,1,2025-01-09 10:56:00,0,0
C001,1538,C001_S0000398,0,,0,1
C001,1543,C001_S0000399,1,2025-01-09 10:10:00,0,0
C001,1544,C001_S0000400,1,2025-01-09 09:38:00,0,0
C001,1549,C001_S0000401,1,2025-01-09 09:20:00,0,0
C001,1550,C001_S0000402,1,2025-01-09 09:02:00,0,0
C001,1560,C001_S0000403,1,2025-01-09 10:41:00,0,0
C001,1565,C001_S0000404,1,2025-01-09 09:28:00,0,0
C001,1566,C001_S0000405,1,2025-01-09 10:31:00,0,0
C001,1569,C001_S0000406,1,2025-01-09 10:07:00,0,0
C001,1578,C001_S0000407,1,2025-01-09 09:18:00,0,0
C001,1589,C001_S0000408,1,2025-01-09 10:13:00,0,0
C001,1590,C001_S0000409,1,2025-01-09 09:08:00,0,0
C001,1591,C001_S0000410,1,2025-01-09 10:12:00,0,0
C001,1595,C001_S0000411,1,2025-01-09 10:21:00,0,0
C001,1600,C001_S0000412,1,2025-01-09 09:13:00,0,0
C001,1601,C001_S0000413,1,2025-01-09 10:41:00,0,0
C001,1604,C001_S0000414,1,2025-01-09 10:02:00,0,0
C001,1606,C001_S0000415,1,2025-01-09 10:55:00,0,0
C001,1607,C001_S0000416,1,2025-01-09 09:51:00,0,0
